id,salary
511,28867.442065324085
517,51700.53714734404
518,29020.08418295257
519,35048.29908906979
523,23912.32245256397
524,26884.05392942824
528,27494.736249894017
529,22296.513751756178
531,17516.468401641145
532,28482.229534560684
536,83592.88649205847
538,19090.41986600256
539,24258.82581286803
544,42606.80346422693
546,25567.09453486696
549,34462.29456716566
550,33070.69988174973
555,24630.31016486604
568,20559.649148058495
569,51584.49920557745
578,39487.58562283752
586,23588.88970322955
587,36533.74952321282
589,25606.92914007041
590,49341.85922995233
591,31412.125869902
593,26939.73551388798
595,18369.62545616351
596,52304.51606792198
597,31736.291555149248
603,62649.02497873956
611,23898.202606875155
612,19965.782387755084
616,36132.41149957175
629,23320.24000746664
630,30507.827924933797
632,25875.35485103808
633,35698.91623930747
634,28051.72133461318
652,15814.562631625568
658,39034.88252595178
660,38128.697407727515
662,26706.650368225422
666,72743.6633147779
667,41538.41540738903
671,29634.220402744762
673,31024.562202613666
674,50296.19545193279
679,23465.52161891204
683,41017.70957684238
696,34045.38439641025
700,33363.54107632165
703,36337.40550638252
704,46122.73149872444
705,30417.9494452136
710,25739.52323062056
711,22477.43368829346
715,23511.598931720637
720,31736.078657893366
730,20681.858005718
731,26049.663723415826
734,51350.27864113324
735,32511.799781636513
742,19001.08200482852
751,20617.212406647377
753,26586.71829357669
757,26764.443620652397
759,33711.08988012472
772,40131.046293989944
773,20061.903056095503
776,31155.631314202754
779,19388.466776473233
780,31768.62609630726
782,20682.289505625035
784,19318.564285365628
788,48091.80036693617
789,24502.437786269333
790,46193.829639148455
795,22561.365865931613
797,61740.515752647545
798,47306.19181141824
800,26198.58449631389
802,31897.709411526088
809,33002.52317148658
812,47791.80247203278
820,41302.18337103143
831,29552.04645699353
843,30709.646323011344
847,25852.262961330194
849,38230.62657776888
852,44580.52807250695
853,25008.557940451123
858,29818.213886450903
859,21818.576323081685
862,21969.51129303458
863,23111.56230281471
866,32563.411009497806
867,22833.466907988026
868,29715.162798739406
869,38174.63770466831
874,49137.38226856043
875,28566.57012242477
877,27669.73688160106
879,25560.552678646567
880,32031.226632213118
883,24732.886578079182
884,27988.52798592411
886,52677.07970136323
890,34953.02790337426
891,18078.420193577815
899,22128.211915142
900,28461.298897897224
904,30025.032683403097
919,46605.593807557794
920,25532.475596645225
921,46984.68882004078
923,76423.76897015936
928,82803.63198508545
931,30619.50763834873
936,20000.467906525133
939,29642.098497644492
942,39204.16384690735
943,32567.955507292132
947,21489.793820886454
949,43603.19232075573
951,21763.003142414676
953,24772.0521285515
955,27755.865533054966
956,81419.32052084559
960,21186.471578100474
963,31378.02993666266
964,24436.381045254468
968,27366.20583315624
970,21242.437209419015
974,32416.24649355879
976,24435.907190525202
977,35645.298938860506
981,60794.465107199336
984,26649.622441433643
990,48196.08668458825
991,21667.517938663193
1003,36379.420093146044
1004,19490.31347133793
1007,22700.274168217355
1011,45742.16324210664
1013,32348.935814478373
1017,24488.860357040034
1020,43171.453723234255
1024,27951.602482666145
1026,22725.389871432173
1027,97685.76062205022
1029,45599.03124306478
1031,25090.41390745995
1032,22451.25398027081
1036,50487.70481161197
1040,40655.174958872994
1043,22135.380874877814
1045,34404.06985191118
1050,63698.19087421626
1052,17860.639119406635
1053,23295.530455858025
1054,65174.36086754562
1059,20509.566836576767
1061,26391.24688298559
1068,28940.936931969805
1070,37476.922892307986
1071,18468.549576260877
1077,29428.436329061933
1078,32220.18983005619
1079,56539.71601979422
1084,46678.51316241751
1090,18250.094158179323
1091,88733.6201994873
1096,26884.85119697604
1097,33980.012722280226
1102,20648.54777794724
1105,37137.321858178584
1109,52559.00741828883
1110,25080.767782884315
1111,119554.03006439803
1113,16984.947067526955
1114,32569.0006245975
1116,20612.293484653186
1123,57854.13079873098
1124,36459.6481235931
1125,18923.60746077003
1126,61109.121649206965
1127,27628.90967345263
1131,24525.741281812952
1133,24502.49666885175
1136,27617.664193101507
1139,23129.636427574656
1149,59828.36265020407
1151,38762.71084542665
1156,44089.8856818157
1159,19670.677912600888
1166,36984.63400669066
1167,40516.46183309547
1168,24576.43829177127
1172,19804.9101392759
1173,28774.03360870735
1174,36923.3752033335
1182,56982.79749122358
1183,29371.24394897198
1185,23167.57032489459
1188,18519.357422658733
1189,33069.3211210056
1192,20648.084324179003
1193,19812.4151944223
1197,37642.64249180092
1202,23494.895426064522
1203,53819.0004605987
1205,39143.79468613573
1210,30312.17285149208
1213,25438.80990274863
1218,70269.79183979162
1219,34819.31024917469
1220,43531.24206715601
1224,19099.205098160364
1226,22784.79782998844
1228,19846.912563079455
1231,26447.378425053466
1233,30029.01058792713
1238,56194.965742809065
1240,26792.318463777705
1248,104449.49943891687
1249,20599.573611775075
1253,25057.40922501107
1254,19833.19052705588
1260,20312.02984718118
1271,29791.47598637833
1274,40420.99798914958
1275,43102.44816892951
1277,20316.471540079976
1278,29740.316897007648
1279,24203.359653678646
1283,35979.787268428125
1292,42443.507934222645
1293,19191.27015012436
1295,21799.710401543118
1297,17089.98153053485
1303,48103.55408054255
1305,21586.821161486103
1309,19869.69221346274
1312,20543.08698322169
1313,22490.75532525804
1318,28058.469036293256
1322,38647.78914875247
1325,28300.127732596073
1334,19523.790452167785
1337,33568.54490504566
1340,56046.21651124428
1342,48286.53601472117
1343,27010.492669068346
1346,57368.97243949115
1356,45844.01179091196
1358,29396.939313848965
1359,23651.36513746819
1360,21400.49245306755
1361,24637.926318737052
1366,43870.99938415808
1367,58033.84279254007
1370,34979.11021989099
1373,59090.26214889545
1374,35872.05380872454
1385,23043.100732670544
1389,52189.45060114845
1393,46583.79994250506
1395,36184.1955541642
1397,19716.468471456916
1398,34990.52918345583
1399,25238.24359396864
1401,18327.12499475404
1402,63771.33688504642
1403,67450.13928457786
1407,24594.152782232853
1410,17625.832844861754
1411,18813.891325206147
1413,22806.16771816474
1419,43600.72471913448
1421,22756.293261668383
1423,25664.357629641017
1430,21831.673557734957
1431,37684.058570316214
1434,29956.815780081568
1435,37833.236290293105
1437,29565.113791137137
1443,21224.715015138554
1445,18437.99212772338
1448,21617.276108877337
1458,19752.341618743212
1460,37227.46320801139
1461,44783.1638990046
1462,22925.68862280798
1465,33774.39175373657
1467,85283.35981922944
1469,22216.925176117682
1470,32474.956368867064
1472,20083.66367859575
1479,59511.091720346776
1481,39777.62281478241
1483,20500.676240358036
1486,19934.695749850016
1488,51405.99727903967
1491,20732.17299833729
1492,19985.410498122106
1494,32772.14253487337
1496,20172.974723278203
1499,31510.427787429024
1505,34831.90561977877
1512,63562.927032592066
1516,39892.59050904624
1518,25449.169057194886
1522,59200.51242922194
1525,40485.35845268558
1526,38036.388833544544
1528,34313.92642790333
1530,41036.89408465103
1534,24785.66263693411
1536,25742.16111209261
1538,26238.376678686192
1540,25579.99460842024
1541,28181.878220363855
1543,48669.86041050766
1547,22604.300366583804
1550,32468.837098450855
1552,19765.933805433426
1554,45895.82583817145
1558,21321.659746249203
1564,26818.183129661407
1567,78029.87795337006
1569,23956.040673702348
1570,33255.49327678757
1572,29216.320002078985
1575,37318.47479049821
1576,40147.91056875142
1581,77431.08976641505
1582,26486.266244528757
1586,19370.797344496703
1592,39370.28752459479
1596,32298.76051298875
1602,43252.58017324714
1603,53417.63139162597
1608,22213.025141398335
1618,29418.05986012014
1619,39083.31358385368
1624,16007.583240740947
1625,24619.0463404167
1626,25421.58870050432
1627,28760.023081846593
1629,30153.381159721786
1630,28806.214692776175
1642,24149.37769022046
1643,18956.67405421563
1645,27660.174126876274
1646,65650.74630047273
1647,31119.17526199551
1648,24816.159832723115
1651,24045.300319247955
1653,30236.075824725824
1673,20322.910407761472
1674,19199.731728043957
1680,20772.073680635116
1681,34424.1739216364
1682,24449.669541877298
1683,21405.827742410398
1684,41896.57562117806
1685,24789.53644938534
1687,31010.76261150137
1688,29888.434424655934
1689,26895.524080462827
1696,40691.99720705735
1697,17069.674185601925
1701,51386.82955146646
1702,28330.317609010166
1704,22311.098940273547
1705,29322.317863389562
1708,27545.18970720825
1710,17620.252466075017
1714,51245.50414798715
1719,41532.48153940663
1720,30738.755694239982
1726,23727.22005232981
1727,53638.179435507445
1728,44057.876248638444
1730,25614.021703600676
1731,19879.33826473233
1732,63768.53581445016
1738,42779.06157943294
1741,27104.493266055335
1744,22991.742812363562
1750,27049.657806366737
1754,27421.60982884071
1756,17849.66731465369
1758,29191.870802972073
1763,21531.40850657876
1768,18206.909062551305
1772,27768.319221028203
1776,31507.938460986392
1780,17975.79355139209
1781,30754.227628171273
1786,26434.36740798345
1788,28651.989641494172
1790,30120.52557258049
1792,19626.46645882894
1793,47677.18570403254
1794,29113.080034170143
1797,29803.75804094873
1800,27856.6052131445
1802,26865.7570344558
1807,37038.329151625396
1813,23600.307077908525
1818,34979.478478213954
1819,24613.81017890899
1821,60004.89715494059
1826,23009.43473415916
1827,26381.957410408184
1830,17370.410968417542
1831,19170.782736583962
1834,24694.572450249147
1835,26908.940098086052
1836,22172.23640053274
1844,29062.079956362588
1847,37486.77244796733
1848,35161.00357633361
1849,21192.25676892121
1870,40848.66628291293
1871,19982.6984191243
1877,32580.571556431078
1878,23456.635555866655
1886,29722.617080389915
1887,59086.215162494605
1889,69243.22339914917
1891,20738.882656438942
1892,76068.38874426692
1900,29166.998555155023
1901,23669.885129414517
1905,37804.05607596269
1914,63911.50131503356
1916,23518.10878416816
1922,18854.23895906687
1927,25192.65785016004
1929,34203.71589798298
1931,44875.45869193966
1933,34676.70495601472
1934,18088.52544683761
1937,28845.51899101326
1938,19952.265116668827
1941,53992.76138695505
1943,26883.381651530613
1949,45361.714929370275
1951,31905.288412209225
1953,69521.65729174645
1962,35073.20981255807
1964,43421.268958477
1970,34885.11239750988
1974,28709.93132941415
1976,27901.75997143459
1977,58914.53883490085
1981,21805.813494658094
1983,33515.81247472483
1987,19624.432984314204
1989,67137.1312031219
1994,39581.98776860083
1995,31439.575840213456
1997,25738.84020366902
2006,42174.69923690473
2018,30267.542340039316
2022,20375.0541201195
2026,44612.088670945406
2027,29786.37435029284
2030,23337.84923377296
2031,27209.849725984197
2032,34711.45344518459
2034,23149.781306483947
2036,21466.537025340203
2037,28575.97886622669
2038,27220.61450517757
2042,30907.39758998301
2043,24904.854896833032
2045,22710.824256683
2051,21032.145185157202
2054,29237.25283935841
2057,29269.32016324898
2059,76553.89909947728
2062,46869.1776957252
2068,25155.917665885496
2074,21961.018245209532
2076,28535.89370388204
2085,55259.73571975402
2086,40840.67910992752
2088,30334.637411003616
2090,35731.635194325296
2095,16255.301354220815
2102,26873.110862696853
2106,37010.54000788217
2109,19599.17328562045
2111,22424.073342957137
2113,25163.396769851137
2124,33674.07437897427
2129,32306.518645732536
2130,31826.331806505495
2133,32945.049428503706
2140,29206.185388779963
2141,31928.75480795247
2145,53801.083047379194
2146,16793.721255576947
2147,58690.74945681077
2148,43497.47399566715
2152,39664.78005624783
2153,33211.83882702134
2157,32019.294156525157
2158,27047.58853860341
2162,44193.347268629535
2163,25857.128626615173
2165,23992.60001687933
2166,40809.5882632615
2170,12872.156921230431
2173,39155.15051707127
2185,17659.768409126656
2188,23195.392808888908
2190,34537.69854576982
2193,39867.425817582574
2196,21760.787718750744
2199,44152.455282380135
2201,25342.844641534874
2202,58142.38187252701
2205,29150.39644205112
2206,39477.80466843384
2208,54172.29492324451
2212,41383.99149855377
2215,26334.95548943857
2222,21589.612343333843
2226,44444.66900577978
2229,45701.35490515572
2230,23803.752359569724
2231,31000.054874267895
2232,21658.965433813148
2236,22419.077844300064
2238,49050.07228039248
2248,22037.28587892374
2249,17046.63170945994
2251,27564.247786611177
2252,19647.76272049533
2253,29431.323892969882
2259,21806.720815999117
2264,43077.580501195094
2268,37633.84180096854
2275,34861.046293280386
2283,21013.673330315094
2284,49214.16877749525
2287,26153.36334811746
2288,23591.36992398308
2290,25180.989400534872
2296,24787.599861306266
2298,24418.540928891893
2299,22912.85114438207
2302,57472.522772403645
2306,32386.032960845838
2307,18920.82533634859
2310,20787.630423198425
2317,18546.803827049207
2321,25802.24365601556
2322,38821.20882320585
2324,28671.044849600952
2325,28522.9974913304
2327,24378.991890632973
2331,48725.26540715162
2334,57070.384319208686
2335,30360.056750654043
2336,32245.894968366
2338,27400.22519266391
2340,61811.12834482722
2341,23342.827171605855
2343,24515.252065085708
2344,24916.4777505493
2347,35026.25226622736
2349,15514.979149285127
2351,53820.65538313805
2354,31382.114078784856
2358,14502.275239065457
2362,26772.589130262917
2363,38268.648440799916
2364,30472.687978669346
2367,24362.12562976335
2368,25813.186940391304
2374,26425.298709529772
2375,50012.05800619797
2379,28263.46843456435
2381,23264.734769100625
2384,18239.237601700115
2386,46485.49312972301
2388,28670.445409306554
2389,30408.83332422397
2393,38320.48262837441
2394,76459.36007078561
2409,49442.57506887012
2415,53609.44617507365
2421,29570.509537474525
2424,19347.799547002058
2425,75329.56256316062
2428,19697.50942814646
2432,35236.033352423525
2434,28312.389910131762
2448,20603.781962438505
2449,44646.3979999996
2450,38169.739920170796
2455,36842.69719000168
2459,23868.591083640753
2464,18276.417687388894
2466,38881.53995411026
2467,44253.319547624305
2468,34769.88361019267
2475,25914.40582591963
2483,27171.837282255903
2485,25866.355094640283
2492,19732.258177046577
2493,29325.499060535552
2494,29779.871217565582
2495,20394.28788701857
2498,53613.78645603056
2500,25022.820782169158
2501,49447.96844105321
2502,123984.56526929517
2503,17577.299680360094
2504,28004.943107901607
2508,50073.9989142771
2511,77091.91467287428
2512,40188.699802892355
2522,34272.09180922841
2527,33759.935028988235
2532,29373.716478672093
2534,17110.27720291863
2545,100814.8882468032
2548,52917.79948421979
2549,28718.413328892657
2553,28004.377491977735
2561,20213.989462978032
2562,39807.166610112276
2563,78124.21012187196
2574,45526.65898831151
2576,21580.579703487547
2579,40952.19275985488
2580,44176.12018470892
2583,26641.0509013644
2584,24065.81703099761
2586,43990.794237754795
2588,30225.264724974797
2604,43709.236487358874
2605,34217.75530279879
2613,23924.5896145517
2614,34806.93822457149
2619,53760.95670463331
2624,94844.28052973073
2626,44048.926442105345
2636,40084.01314925791
2640,34202.133012508544
2643,39636.17546015845
2649,21820.276963465676
2652,31271.193762096973
2666,29407.238674241144
2670,29370.17811116224
2675,27402.793662392243
2680,31314.112429245943
2685,53531.31645460684
2688,22400.50893881462
2690,43402.883845397366
2702,56384.19036309406
2704,22795.313502555364
2709,47365.880402205374
2712,26440.7391317536
2713,14024.156338663384
2715,42707.68738541914
2716,35382.41383504877
2721,25558.602605228352
2727,40299.68446273599
2733,15095.932209152495
2734,39134.395091525745
2735,35610.82039881253
2739,20239.238187649436
2740,34812.45964521501
2741,24023.787818509376
2744,23825.126283720456
2748,15158.40989467528
2749,25539.445699018757
2761,43490.305256676125
2762,23665.304443695855
2764,41046.565629987665
2767,29669.009525150395
2771,32147.389280648003
2772,31679.774731791567
2784,23654.386085448077
2785,59567.288426193896
2786,30868.064790093264
2790,24027.89038064196
2791,89273.8556434854
2793,21497.208486016392
2798,51098.28398791672
2801,22950.440419923634
2806,21685.56785757392
2808,61724.865151092126
2814,29467.937219307718
2815,32328.60162914389
2823,18591.42730924446
2827,30713.874055865435
2833,41106.84676115956
2835,42894.61533858242
2839,70456.7517431004
2842,19084.516628954665
2846,21036.483204544154
2847,43894.12664579893
2848,22735.00688735356
2851,35559.58571873319
2852,53130.60293214635
2856,17547.93868559541
2857,28373.390599498907
2860,75913.7374378148
2862,32635.00027088974
2863,16051.020248501363
2870,24571.751741173546
2873,35759.68421004365
2877,36818.37309753076
2879,41464.317332981365
2880,30395.384499976994
2882,50139.69599547584
2887,52019.635099773215
2888,24359.656232253572
2889,51623.44039305084
2891,35284.08916918751
2894,37390.39295752489
2897,46374.983706340194
2902,19717.861976293614
2905,50921.76933398982
2908,51158.57170613843
2909,28485.645203132182
2911,19977.046802110533
2913,35790.42220857485
2914,39685.6064622853
2918,42850.52840664365
2922,40430.83268209492
2923,24819.524585204636
2934,22481.326242409243
2938,20977.977680134445
2940,31525.388301360686
2943,32843.1472279685
2944,22941.233969574107
2945,31635.68200916015
2954,35577.788498643655
2955,69740.77309013209
2958,31378.868649030203
2967,35865.47326926148
2969,23746.42413289115
2970,25313.753953968484
2971,56894.30499506407
2972,20642.34334785407
2973,29597.88419282813
2974,30578.243013741023
2977,22426.428786646866
2981,34552.23143782555
2984,20288.80829178789
2992,40953.08970834289
2997,32871.3559926245
2999,24003.22901819108
3000,21136.701378463727
3001,49381.491317397704
3008,52309.465640843795
3010,18674.1893420922
3012,35394.41569065707
3019,76482.27577611657
3022,92112.11568799503
3025,26923.178742965596
3026,26950.633970373456
3029,35055.44632090319
3036,32311.241445522577
3038,26733.148903310535
3050,43114.264837812
3053,76323.56097058929
3054,39111.579251368414
3057,23559.979389782162
3058,32161.969839130947
3061,21093.248330630027
3063,20966.78237040418
3064,25901.03826696255
3065,26488.907857241822
3067,45259.23886847391
3068,34620.97778410773
3071,26688.93383213636
3075,44737.434034136044
3077,51492.88279038979
3082,23747.547164528576
3091,31510.65698078992
3094,34824.96300709761
3095,45363.052539182536
3099,37574.174832396704
3101,21382.250681758615
3103,26589.06711724329
3115,33476.38071042128
3117,59459.09343218378
3120,30571.422314931013
3124,66336.5747857974
3125,24159.831670015585
3129,31440.169538250717
3131,22415.954293581406
3132,36985.02653069801
3133,40318.37634489441
3140,20903.157765526517
3144,25054.598089453186
3151,18996.4619093369
3153,27650.74618000012
3157,31529.60403984859
3161,60697.03672343279
3167,26742.79603533421
3173,37094.818001523025
3177,27196.831627317573
3181,31031.4558137131
3185,31930.85987300547
3195,24628.78516815229
3199,25933.288298145428
3200,30086.34991616593
3202,25601.25209882415
3203,42107.0274260752
3208,50722.00208037091
3210,18247.673574877994
3213,20950.798086728362
3215,65447.509447727854
3220,40010.3267873534
3224,36825.51093171494
3228,54943.69668853508
3229,35703.81749666323
3231,72239.29810772349
3235,19455.172875199132
3240,35244.21608957433
3241,27202.223129516522
3242,21772.248341254028
3254,32007.86621258331
3258,42025.914408932884
3259,25679.905049430676
3261,33217.53241524038
3262,23693.311936330778
3272,43586.75443117438
3275,21182.132075280093
3280,29514.9154659801
3287,19210.818640893365
3288,21752.64548094208
3292,50437.976632415935
3294,70548.67316997072
3296,18500.842905277455
3298,23288.818153269316
3305,34053.01696544278
3309,30480.96059887604
3311,38580.35906578879
3312,22233.43884852729
3316,49406.42567374828
3322,37227.47266027412
3323,24003.765701599088
3324,39195.7804385417
3328,36816.704590361194
3329,83292.84483855481
3332,21134.51213866602
3333,29028.66962600275
3338,41372.257799928295
3339,56025.1499021502
3342,77312.48598581238
3348,21647.651145963817
3349,25210.521656777568
3353,19659.932984227224
3355,59306.20039037536
3357,18311.0152974559
3365,27551.03357237395
3373,59399.16840788662
3380,29073.95495393008
3389,17477.96491586146
3393,61520.77289437074
3395,27214.52854540125
3396,83333.48004494731
3404,19738.132128987458
3405,18764.654354406346
3406,24474.886181875296
3407,37835.7406718191
3410,14826.433625103944
3412,81786.77505630656
3414,32575.72790710602
3416,22958.315819946616
3418,39826.31627914726
3419,23019.989649108713
3425,21689.80613390532
3426,19762.67068454499
3427,36871.56180389875
3428,26381.420128488342
3429,16531.834722899814
3431,22802.845650789215
3440,50564.08459250954
3441,22067.209518522413
3442,36875.765230005025
3443,29344.788849425502
3445,27715.332077459152
3448,30479.768143943333
3454,65704.61718025625
3457,16581.08718805319
3459,24642.42302755664
3462,16598.928153857483
3463,35188.58727000587
3465,39346.587043243206
3469,30614.951442142174
3472,46304.71699085723
3473,19167.118321129117
3478,36915.32540992142
3479,24497.286860794276
3481,41162.27530834504
3484,28567.347570975584
3486,21035.385703810596
3490,23263.529935604074
3491,45965.56141297225
3492,33704.04110034084
3496,28019.899791683496
3504,27214.911646544297
3505,42600.56497423665
3507,24564.45542111313
3509,27266.190127991737
3511,24236.23056865537
3518,30357.76444178999
3520,47418.20632862736
3521,65539.59437121855
3523,53808.43629611951
3525,19937.797840086932
3529,38840.28931180952
3536,29366.160689412747
3537,109752.63837540588
3538,27617.915304559156
3548,124610.41724508688
3549,23626.68321084919
3550,31222.715137009578
3551,26045.654286451045
3553,47134.65456901089
3557,20591.098529759653
3560,38281.421476212425
3565,58119.940021272254
3568,55655.443379500495
3578,26675.486314172493
3581,21940.656093580135
3585,33277.643236863274
3592,25439.5998603046
3596,29223.91989090247
3601,22121.64152238813
3610,29255.07027245892
3617,51535.97573687473
3618,47685.48930002725
3619,31634.0423389896
3620,27418.72199902736
3621,28384.49798568846
3628,66572.58215203577
3630,31726.418821543095
3632,76601.16258134977
3634,15771.409298467397
3636,26946.441551090724
3638,20373.071692278263
3639,24280.788016860515
3641,37216.51704049318
3643,27178.441854441913
3644,19113.48892845088
3645,43018.98206129375
3646,50416.262707274196
3655,84343.68903768148
3656,20919.224994741453
3658,45649.428604393586
3665,30063.85260805675
3666,32622.221815047506
3667,37379.69546227774
3669,46938.14711818308
3673,23331.788256044467
3675,25867.144271935158
3676,27909.330995573444
3677,18966.49520418416
3680,32508.809547978188
3683,18428.59343237549
3684,37225.72733580863
3688,23234.417537936493
3689,21522.777449686586
3694,30168.015367233133
3701,13673.322636512205
3710,23141.971569549674
3711,31430.734058346105
3721,75316.99616434542
3731,32931.384019116435
3733,66164.70456504167
3735,34960.874891916996
3737,37342.06667577962
3738,51298.77773993166
3747,24779.299618945875
3749,22105.796473376413
3752,41631.14741297587
3753,36610.9534239395
3755,27039.327297685577
3758,26218.308993539784
3759,79444.94226282185
3761,47809.587464242846
3762,56699.05418808543
3775,36012.98017394696
3783,20748.44241183312
3786,24253.737431616202
3787,37158.61293734661
3788,40856.65936937667
3791,113826.53672909418
3792,36148.20752368137
3793,30423.39427105454
3795,36655.03918970615
3797,46973.51291994632
3798,28522.665192691904
3799,23687.389690900774
3803,30733.095668152295
3807,24222.761321255868
3810,20013.017942652103
3812,57726.44093395401
3814,26140.85286193431
3832,80648.95208064212
3833,36024.442293863605
3839,18120.864397167694
3842,38037.023681009094
3843,40606.737761370074
3850,25642.40695798953
3853,34713.50434077833
3855,36501.96375815917
3858,25418.299003372766
3860,26378.942689034764
3861,40689.75357545441
3865,27897.570836216804
3868,33269.34423185088
3873,22371.49943735998
3875,45027.608085431806
3882,19720.603079487384
3885,27832.76918449602
3887,27896.3044606757
3892,36855.91969627811
3895,22240.334230732184
3896,29729.834662930287
3897,21804.742704730248
3904,94328.56119890913
3912,18965.26632554039
3913,66104.29009101
3915,34599.10871028185
3916,27944.902695796787
3922,33576.02826940509
3924,18020.631520712235
3927,47372.22617071893
3930,37229.122094252845
3932,28223.509865930926
3933,24877.726039915044
3940,28369.090026153175
3945,24501.44171481249
3948,59055.63185166367
3950,39104.8673895009
3952,27731.83685071165
3957,34849.16018964967
3963,22417.271739524775
3971,21719.834963387628
3972,30700.179314365432
3974,26352.961536810355
3975,25295.106836936564
3986,35573.29035030979
3987,38496.16735794353
3992,18660.276270791277
3993,16033.560281607068
3996,22449.538102670893
3997,80330.73098474464
4006,60580.25770048024
4009,22574.148441919708
4012,17310.584753337258
4018,23067.527079948686
4020,31171.271397446166
4026,23991.353996523958
4028,27309.15219242263
4037,21733.909010393705
4038,24182.520508404963
4039,29587.699072438652
4042,63779.042469029955
4044,43013.876232285205
4045,41074.816479259964
4046,25310.544937619812
4048,67202.77729101255
4049,31273.398823692954
4051,28036.992296216788
4052,21699.99579103876
4054,23233.407756064564
4056,20951.42960220796
4061,28984.742202692538
4066,56235.87732465379
4068,27652.376643645457
4070,17345.736122700142
4072,18571.41356307179
4076,27309.363912698
4080,26660.841219173202
4082,23098.826794267236
4083,26326.359930750183
4085,38175.80242561575
4087,40310.64979189794
4088,86360.37056394263
4091,28181.449973254552
4095,59504.32078506084
4096,49189.254408457455
4101,44914.34176424288
4102,29523.486638343067
4103,20753.73588253305
4104,41021.33110537809
4105,46987.014090264165
4106,61157.56316749021
4109,48755.870454499825
4110,33132.89404611958
4113,25669.778403024724
4119,36294.02817676215
4124,16135.944346697011
4128,17489.42713505798
4129,23820.442228332275
4132,19843.772440325203
4134,31059.871751774524
4141,41230.84324632763
4143,35008.011073965135
4144,23042.51795177127
4146,41103.098767975265
4148,18199.810947569527
4150,59325.66889556395
4151,28710.816770145713
4157,21836.82277947461
4159,28269.482654690753
4161,33856.410070672915
4166,14835.920468141283
4167,38296.51826484265
4168,21108.663903679895
4169,33300.53294559359
4172,92761.03766826766
4175,33279.69900068824
4178,115635.20619849763
4182,43132.95166581447
4183,22458.081448375404
4185,25665.244681175605
4186,24926.500597527676
4196,30021.368174181105
4199,22982.270590990684
4202,29529.947341540155
4204,26379.971221466447
4205,20968.675110337692
4208,75145.41503222696
4210,67501.93310111859
4211,36879.524676155816
4215,34326.172393929715
4216,28629.656096432376
4218,24058.11296752756
